Applied Scholarship,Scholarship Level,Age,Race,Household Income,Field of Study,SPM Result (As),STPM CGPA,A-Level (As),Matriculation CGPA,Foundation CGPA,UG CGPA,Co-curricular Score,Eligibility Status,Application Status
Yayasan Khazanah Scholarship ,UG,18,Malay,"RM66,882",Medicine and Health Care,0,N/A,3,N/A,N/A,N/A,55,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Other,"RM61,724",Law and Social Sciences,12,N/A,N/A,N/A,3.93,N/A,39,Eligible,Accepted
JPA Scholarship,PG,26,Indian,"RM53,018",Sciences,7,N/A,N/A,N/A,N/A,2.31,74,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,27,Indian,"RM25,499",Business and Finance,6,N/A,N/A,N/A,N/A,3.73,93,Eligible,Accepted
Shell Malaysia Scholarship,UG,19,Chinese,"RM37,769",Computer Science and IT,2,N/A,N/A,3.22,N/A,N/A,51,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,21,Chinese,"RM57,829",Law and Social Sciences,11,N/A,N/A,3.72,N/A,N/A,44,Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,45,Indian,"RM56,023",Business and Finance,7,N/A,N/A,N/A,N/A,3.96,58,Not Eligible,Rejected
JPA Scholarship,PG,24,Malay,"RM16,733",Law and Social Sciences,9,N/A,N/A,N/A,N/A,3.82,64,Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,20,Chinese,"RM38,439",Engineering,11,N/A,N/A,3.8,N/A,N/A,48,Not Eligible,Rejected
JPA Scholarship,PG,34,Bumiputera Sabah / Sarawak,"RM39,663",Business and Finance,11,N/A,N/A,N/A,N/A,3.75,63,Eligible,Accepted
Yayasan Khazanah Scholarship ,UG,18,Indian,"RM95,912",Medicine and Health Care,12,N/A,1,N/A,N/A,N/A,64,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,19,Malay,"RM239,761",Sciences,12,N/A,N/A,3.05,N/A,N/A,79,Eligible,Accepted
Bank Negara Malaysia Kijang Scholarship,UG,24,Chinese,"RM110,579",Law and Social Sciences,4,N/A,N/A,3.9,N/A,N/A,50,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,19,Other,"RM21,459",Engineering,8,N/A,N/A,3.94,N/A,N/A,55,Eligible,Accepted
Bank Negara Malaysia Kijang Scholarship,UG,23,Bumiputera Sabah / Sarawak,"RM37,136",Business and Finance,0,N/A,N/A,N/A,3.7,N/A,75,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,19,Other,"RM14,996",Engineering,10,N/A,N/A,3.71,N/A,N/A,61,Eligible,Accepted
MARA Scholarship,PG,28,Malay,"RM47,085",Medicine and Health Care,6,N/A,N/A,N/A,N/A,2.24,76,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,18,Chinese,"RM83,691",Law and Social Sciences,12,N/A,4,N/A,N/A,N/A,47,Eligible,Accepted
Petronas Education Sponsorship Programme ,UG,21,Malay,"RM50,884",Computer Science and IT,9,N/A,2,N/A,N/A,N/A,45,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,19,Indian,"RM28,131",Law and Social Sciences,10,N/A,5,N/A,N/A,N/A,62,Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,22,Other,"RM151,758",Computer Science and IT,5,N/A,5,N/A,N/A,N/A,100,Not Eligible,Rejected
Gamuda Scholarship,UG,19,Chinese,"RM76,654",Computer Science and IT,6,N/A,3,N/A,N/A,N/A,58,Eligible,Accepted
MARA Scholarship,UG,41,Malay,"RM71,866",Medicine and Health Care,9,3.7,N/A,N/A,N/A,N/A,79,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,28,Bumiputera Sabah / Sarawak,"RM20,656",Business and Finance,10,N/A,N/A,N/A,N/A,3.68,54,Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Other,"RM56,127",Engineering,10,N/A,N/A,N/A,2.48,N/A,52,Not Eligible,Rejected
JPA Scholarship,UG,19,Malay,"RM46,078",Sciences,9,N/A,4,N/A,N/A,N/A,89,Eligible,Accepted
Bank Negara Malaysia Kijang Scholarship,UG,24,Other,"RM62,265",Law and Social Sciences,6,3.89,N/A,N/A,N/A,N/A,70,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,19,Other,"RM58,551",Engineering,9,N/A,N/A,3.93,N/A,N/A,56,Eligible,Accepted
Yayasan Sime Darby Scholarship ,PG,24,Malay,"RM55,694",Law and Social Sciences,5,N/A,N/A,N/A,N/A,2.42,32,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,38,Indian,"RM13,685",Law and Social Sciences,8,N/A,N/A,N/A,N/A,3.7,59,Eligible,Accepted
Yayasan Khazanah Scholarship ,UG,18,Indian,"RM39,748",Medicine and Health Care,3,N/A,3,N/A,N/A,N/A,45,Not Eligible,Rejected
Gamuda Scholarship,UG,18,Other,"RM139,507",Sciences,10,N/A,N/A,3.69,N/A,N/A,60,Eligible,Accepted
MARA Scholarship,PG,28,Bumiputera Sabah / Sarawak,"RM275,702",Sciences,11,N/A,N/A,N/A,N/A,3.82,45,Not Eligible,Rejected
MARA Scholarship,UG,37,Bumiputera Sabah / Sarawak,"RM177,620",Law and Social Sciences,8,N/A,N/A,N/A,3.83,N/A,91,Eligible,Accepted
Gamuda Scholarship,UG,19,Bumiputera Sabah / Sarawak,"RM43,532",Engineering,9,N/A,1,N/A,N/A,N/A,75,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,23,Chinese,"RM33,460",Computer Science and IT,12,N/A,3,N/A,N/A,N/A,80,Eligible,Rejected
Gamuda Scholarship,UG,18,Other,"RM51,942",Business and Finance,9,N/A,0,N/A,N/A,N/A,54,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Malay,"RM35,167",Law and Social Sciences,8,N/A,5,N/A,N/A,N/A,85,Eligible,Accepted
MARA Scholarship,PG,45,Bumiputera Sabah / Sarawak,"RM231,583",Medicine and Health Care,12,N/A,N/A,N/A,N/A,3.24,50,Not Eligible,Rejected
JPA Scholarship,PG,28,Bumiputera Sabah / Sarawak,"RM49,515",Law and Social Sciences,7,N/A,N/A,N/A,N/A,3.68,78,Eligible,Accepted
Yayasan Sime Darby Scholarship ,PG,35,Other,"RM65,508",Business and Finance,7,N/A,N/A,N/A,N/A,3.05,66,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,20,Malay,"RM110,756",Computer Science and IT,8,N/A,5,N/A,N/A,N/A,69,Eligible,Accepted
Yayasan Sime Darby Scholarship ,UG,23,Malay,"RM168,514",Computer Science and IT,9,N/A,3,N/A,N/A,N/A,49,Not Eligible,Rejected
MARA Scholarship,PG,30,Malay,"RM34,489",Business and Finance,8,N/A,N/A,N/A,N/A,3.49,68,Eligible,Accepted
Yayasan Sime Darby Scholarship ,UG,28,Bumiputera Sabah / Sarawak,"RM48,164",Computer Science and IT,6,3.75,N/A,N/A,N/A,N/A,75,Not Eligible,Rejected
MARA Scholarship,PG,39,Malay,"RM159,173",Engineering,8,N/A,N/A,N/A,N/A,3.09,66,Eligible,Rejected
MARA Scholarship,PG,30,Bumiputera Sabah / Sarawak,"RM258,914",Business and Finance,11,N/A,N/A,N/A,N/A,3.13,64,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,24,Malay,"RM65,395",Business and Finance,12,N/A,N/A,N/A,N/A,3.58,89,Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,42,Bumiputera Sabah / Sarawak,"RM103,324",Medicine and Health Care,12,N/A,N/A,N/A,N/A,3.69,48,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,37,Malay,"RM102,220",Law and Social Sciences,8,N/A,N/A,N/A,N/A,3.99,57,Eligible,Accepted
Yayasan Sime Darby Scholarship ,PG,42,Chinese,"RM113,524",Engineering,5,N/A,N/A,N/A,N/A,3.99,60,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,18,Indian,"RM61,873",Business and Finance,8,N/A,N/A,3.14,N/A,N/A,76,Eligible,Accepted
Bank Negara Malaysia Kijang Scholarship,UG,20,Chinese,"RM16,137",Law and Social Sciences,10,N/A,N/A,2.15,N/A,N/A,61,Not Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,23,Bumiputera Sabah / Sarawak,"RM21,601",Law and Social Sciences,8,3.98,N/A,N/A,N/A,N/A,64,Eligible,Accepted
MARA Scholarship,UG,28,Bumiputera Sabah / Sarawak,"RM134,179",Law and Social Sciences,9,2.28,N/A,N/A,N/A,N/A,60,Not Eligible,Rejected
Gamuda Scholarship,UG,18,Chinese,"RM47,605",Sciences,12,N/A,N/A,3.78,N/A,N/A,83,Eligible,Accepted
Yayasan Khazanah Scholarship ,PG,24,Bumiputera Sabah / Sarawak,"RM16,878",Engineering,8,N/A,N/A,N/A,N/A,2.32,90,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,19,Malay,"RM70,674",Law and Social Sciences,10,N/A,4,N/A,N/A,N/A,53,Eligible,Accepted
JPA Scholarship,UG,18,Malay,"RM84,270",Sciences,12,3.67,N/A,N/A,N/A,N/A,56,Not Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,21,Malay,"RM144,677",Sciences,11,N/A,5,N/A,N/A,N/A,60,Eligible,Accepted
Yayasan Sime Darby Scholarship ,PG,35,Chinese,"RM120,904",Law and Social Sciences,9,N/A,N/A,N/A,N/A,3.02,49,Not Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,18,Bumiputera Sabah / Sarawak,"RM49,884",Sciences,9,N/A,N/A,3.52,N/A,N/A,63,Eligible,Accepted
Yayasan Khazanah Scholarship ,PG,39,Other,"RM61,025",Sciences,10,N/A,N/A,N/A,N/A,3.32,31,Not Eligible,Rejected
MARA Scholarship,PG,38,Malay,"RM155,953",Sciences,7,N/A,N/A,N/A,N/A,3.97,53,Eligible,Rejected
Shell Malaysia Scholarship,UG,18,Bumiputera Sabah / Sarawak,"RM134,140",Computer Science and IT,6,N/A,N/A,3.17,N/A,N/A,88,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,40,Malay,"RM39,129",Engineering,11,N/A,N/A,N/A,N/A,3.76,62,Eligible,Accepted
MARA Scholarship,UG,20,Indian,"RM44,422",Business and Finance,6,3.18,N/A,N/A,N/A,N/A,67,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,19,Other,"RM14,774",Computer Science and IT,5,N/A,N/A,3.56,N/A,N/A,66,Eligible,Accepted
MARA Scholarship,PG,44,Bumiputera Sabah / Sarawak,"RM121,484",Medicine and Health Care,6,N/A,N/A,N/A,N/A,3.14,54,Not Eligible,Rejected
MARA Scholarship,PG,32,Malay,"RM62,575",Medicine and Health Care,12,N/A,N/A,N/A,N/A,3.64,71,Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,20,Bumiputera Sabah / Sarawak,"RM95,178",Law and Social Sciences,8,2.89,N/A,N/A,N/A,N/A,64,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Bumiputera Sabah / Sarawak,"RM7,610",Engineering,10,N/A,N/A,3.86,N/A,N/A,64,Eligible,Accepted
Petronas Education Sponsorship Programme ,UG,21,Malay,"RM76,097",Sciences,10,N/A,2,N/A,N/A,N/A,79,Not Eligible,Rejected
JPA Scholarship,PG,28,Indian,"RM77,955",Business and Finance,6,N/A,N/A,N/A,N/A,3.87,44,Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,19,Chinese,"RM56,875",Business and Finance,9,N/A,N/A,2.91,N/A,N/A,29,Not Eligible,Rejected
Gamuda Scholarship,UG,18,Chinese,"RM10,995",Law and Social Sciences,12,N/A,4,N/A,N/A,N/A,55,Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,18,Indian,"RM8,212",Law and Social Sciences,11,N/A,0,N/A,N/A,N/A,72,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,23,Indian,"RM99,411",Engineering,12,N/A,N/A,N/A,3.54,N/A,58,Eligible,Rejected
Gamuda Scholarship,UG,21,Bumiputera Sabah / Sarawak,"RM138,963",Law and Social Sciences,9,3.84,N/A,N/A,N/A,N/A,49,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Bumiputera Sabah / Sarawak,"RM46,583",Engineering,10,N/A,N/A,N/A,3.66,N/A,62,Eligible,Accepted
Shell Malaysia Scholarship,UG,18,Indian,"RM15,752",Engineering,4,N/A,N/A,3.99,N/A,N/A,61,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,19,Indian,"RM66,791",Computer Science and IT,10,N/A,N/A,3.78,N/A,N/A,74,Eligible,Rejected
JPA Scholarship,UG,18,Malay,"RM7,203",Computer Science and IT,10,N/A,N/A,2.74,N/A,N/A,55,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Chinese,"RM29,982",Sciences,9,N/A,N/A,N/A,3.93,N/A,35,Eligible,Accepted
MARA Scholarship,UG,41,Malay,"RM72,838",Law and Social Sciences,6,3.8,N/A,N/A,N/A,N/A,77,Not Eligible,Rejected
MARA Scholarship,UG,31,Bumiputera Sabah / Sarawak,"RM79,363",Business and Finance,7,N/A,N/A,3.1,N/A,N/A,54,Eligible,Accepted
Yayasan Khazanah Scholarship ,UG,18,Indian,"RM25,284",Sciences,1,N/A,N/A,N/A,3.53,N/A,74,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,24,Indian,"RM70,530",Sciences,6,N/A,N/A,3.57,N/A,N/A,56,Eligible,Accepted
Bank Negara Malaysia Kijang Scholarship,UG,18,Chinese,"RM37,262",Law and Social Sciences,4,N/A,N/A,N/A,3.77,N/A,53,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Bumiputera Sabah / Sarawak,"RM49,495",Sciences,8,N/A,N/A,N/A,3.87,N/A,77,Eligible,Accepted
JPA Scholarship,UG,19,Other,"RM98,519",Sciences,11,N/A,N/A,3.95,N/A,N/A,50,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,35,Malay,"RM47,120",Sciences,8,N/A,N/A,N/A,N/A,3.68,67,Eligible,Accepted
JPA Scholarship,UG,18,Bumiputera Sabah / Sarawak,"RM91,235",Sciences,9,3.6,N/A,N/A,N/A,N/A,59,Not Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,19,Malay,"RM36,570",Business and Finance,11,N/A,N/A,3.62,N/A,N/A,80,Eligible,Accepted
Yayasan Khazanah Scholarship ,UG,18,Other,"RM135,566",Sciences,12,N/A,N/A,2.67,N/A,N/A,69,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,29,Chinese,"RM94,691",Law and Social Sciences,5,N/A,N/A,N/A,N/A,3.57,62,Eligible,Accepted
Petronas Education Sponsorship Programme ,UG,27,Bumiputera Sabah / Sarawak,"RM55,970",Sciences,11,N/A,5,N/A,N/A,N/A,100,Not Eligible,Rejected
JPA Scholarship,PG,31,Indian,"RM33,335",Business and Finance,11,N/A,N/A,N/A,N/A,3.87,43,Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Other,"RM168,185",Sciences,10,N/A,N/A,N/A,3.36,N/A,77,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,30,Indian,"RM36,911",Business and Finance,9,N/A,N/A,N/A,N/A,3.52,71,Eligible,Accepted
Shell Malaysia Scholarship,UG,18,Malay,"RM39,951",Computer Science and IT,6,N/A,N/A,3.8,N/A,N/A,31,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,36,Bumiputera Sabah / Sarawak,"RM126,726",Sciences,9,N/A,N/A,N/A,N/A,3.69,45,Eligible,Accepted
Yayasan Khazanah Scholarship ,UG,21,Malay,"RM102,826",Business and Finance,12,N/A,N/A,3.7,N/A,N/A,73,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,19,Malay,"RM13,220",Business and Finance,12,N/A,N/A,3.9,N/A,N/A,68,Eligible,Accepted
Bank Negara Malaysia Kijang Scholarship,UG,23,Chinese,"RM17,794",Business and Finance,6,3.74,N/A,N/A,N/A,N/A,85,Not Eligible,Rejected
Gamuda Scholarship,UG,18,Bumiputera Sabah / Sarawak,"RM109,396",Business and Finance,11,N/A,N/A,3.89,N/A,N/A,46,Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,43,Malay,"RM34,443",Law and Social Sciences,11,N/A,N/A,N/A,N/A,3.68,75,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,34,Other,"RM93,301",Engineering,8,N/A,N/A,N/A,N/A,3.53,65,Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,28,Malay,"RM91,363",Business and Finance,6,N/A,N/A,N/A,3.45,N/A,77,Not Eligible,Rejected
MARA Scholarship,PG,31,Bumiputera Sabah / Sarawak,"RM125,823",Engineering,7,N/A,N/A,N/A,N/A,3.09,75,Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,40,Other,"RM51,258",Medicine and Health Care,8,N/A,N/A,N/A,N/A,3.26,80,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,24,Indian,"RM37,972",Sciences,12,N/A,5,N/A,N/A,N/A,44,Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Bumiputera Sabah / Sarawak,"RM52,088",Computer Science and IT,1,N/A,N/A,N/A,3.91,N/A,38,Not Eligible,Rejected
MARA Scholarship,UG,27,Malay,"RM27,917",Medicine and Health Care,5,2.97,N/A,N/A,N/A,N/A,86,Eligible,Accepted
JPA Scholarship,PG,42,Malay,"RM64,974",Sciences,11,N/A,N/A,N/A,N/A,3.75,70,Not Eligible,Rejected
MARA Scholarship,UG,37,Bumiputera Sabah / Sarawak,"RM51,702",Law and Social Sciences,7,3.78,N/A,N/A,N/A,N/A,78,Eligible,Accepted
Yayasan Sime Darby Scholarship ,PG,37,Chinese,"RM36,054",Law and Social Sciences,8,N/A,N/A,N/A,N/A,2.02,78,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,21,Malay,"RM113,324",Business and Finance,12,N/A,N/A,3.87,N/A,N/A,79,Eligible,Accepted
Bank Negara Malaysia Kijang Scholarship,UG,18,Other,"RM47,002",Business and Finance,10,N/A,N/A,N/A,3.22,N/A,58,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,21,Malay,"RM119,814",Sciences,10,N/A,N/A,N/A,3.83,N/A,62,Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Malay,"RM16,919",Business and Finance,11,N/A,N/A,N/A,2.84,N/A,78,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Chinese,"RM71,845",Business and Finance,11,N/A,4,N/A,N/A,N/A,60,Eligible,Accepted
MARA Scholarship,PG,31,Malay,"RM172,784",Computer Science and IT,9,N/A,N/A,N/A,N/A,2.96,43,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,39,Bumiputera Sabah / Sarawak,"RM22,947",Law and Social Sciences,5,N/A,N/A,N/A,N/A,3.65,82,Eligible,Accepted
Bank Negara Malaysia Kijang Scholarship,UG,23,Chinese,"RM43,832",Computer Science and IT,1,N/A,N/A,3.79,N/A,N/A,80,Not Eligible,Rejected
Gamuda Scholarship,UG,19,Bumiputera Sabah / Sarawak,"RM96,628",Engineering,10,N/A,5,N/A,N/A,N/A,72,Eligible,Accepted
JPA Scholarship,PG,33,Bumiputera Sabah / Sarawak,"RM12,882",Law and Social Sciences,8,N/A,N/A,N/A,N/A,3.41,84,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,20,Chinese,"RM21,073",Computer Science and IT,9,N/A,5,N/A,N/A,N/A,72,Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,20,Other,"RM174,012",Computer Science and IT,10,N/A,N/A,N/A,3.73,N/A,67,Not Eligible,Rejected
Gamuda Scholarship,UG,19,Malay,"RM77,809",Sciences,5,N/A,N/A,3.69,N/A,N/A,70,Eligible,Rejected
Shell Malaysia Scholarship,UG,18,Indian,"RM29,943",Sciences,3,N/A,N/A,3.44,N/A,N/A,42,Not Eligible,Rejected
MARA Scholarship,PG,28,Malay,"RM174,994",Law and Social Sciences,9,N/A,N/A,N/A,N/A,3.2,81,Eligible,Accepted
JPA Scholarship,PG,44,Chinese,"RM16,986",Medicine and Health Care,9,N/A,N/A,N/A,N/A,3.75,68,Not Eligible,Rejected
JPA Scholarship,PG,27,Bumiputera Sabah / Sarawak,"RM29,323",Computer Science and IT,5,N/A,N/A,N/A,N/A,3.87,100,Eligible,Accepted
MARA Scholarship,PG,35,Bumiputera Sabah / Sarawak,"RM180,719",Engineering,7,N/A,N/A,N/A,N/A,2.91,79,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,18,Other,"RM25,665",Computer Science and IT,12,N/A,N/A,3.64,N/A,N/A,46,Eligible,Rejected
MARA Scholarship,UG,21,Bumiputera Sabah / Sarawak,"RM203,551",Business and Finance,9,2.13,N/A,N/A,N/A,N/A,43,Not Eligible,Rejected
Gamuda Scholarship,UG,19,Bumiputera Sabah / Sarawak,"RM49,144",Sciences,9,N/A,N/A,3.86,N/A,N/A,64,Eligible,Accepted
JPA Scholarship,PG,43,Bumiputera Sabah / Sarawak,"RM131,553",Business and Finance,11,N/A,N/A,N/A,N/A,3.71,48,Not Eligible,Rejected
JPA Scholarship,PG,27,Indian,"RM49,978",Engineering,5,N/A,N/A,N/A,N/A,3.74,48,Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,24,Chinese,"RM155,141",Law and Social Sciences,10,N/A,N/A,N/A,3.7,N/A,69,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,29,Chinese,"RM121,474",Engineering,12,N/A,N/A,N/A,N/A,3.54,83,Eligible,Accepted
Yayasan Sime Darby Scholarship ,PG,36,Indian,"RM120,767",Sciences,10,N/A,N/A,N/A,N/A,3.2,70,Not Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,19,Indian,"RM40,868",Law and Social Sciences,10,N/A,N/A,3.54,N/A,N/A,36,Eligible,Rejected
Gamuda Scholarship,UG,22,Bumiputera Sabah / Sarawak,"RM56,044",Sciences,10,N/A,N/A,3.4,N/A,N/A,39,Not Eligible,Rejected
JPA Scholarship,UG,18,Indian,"RM12,501",Law and Social Sciences,10,N/A,N/A,N/A,3.96,N/A,62,Eligible,Accepted
Yayasan Khazanah Scholarship ,PG,37,Indian,"RM54,526",Sciences,10,N/A,N/A,N/A,N/A,3.3,48,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,34,Other,"RM96,772",Law and Social Sciences,5,N/A,N/A,N/A,N/A,3.51,71,Eligible,Rejected
JPA Scholarship,PG,33,Chinese,"RM41,131",Sciences,8,N/A,N/A,N/A,N/A,2.02,56,Not Eligible,Rejected
JPA Scholarship,UG,19,Indian,"RM25,683",Engineering,9,N/A,5,N/A,N/A,N/A,84,Eligible,Accepted
Yayasan Khazanah Scholarship ,PG,42,Malay,"RM87,872",Sciences,6,N/A,N/A,N/A,N/A,3.86,67,Not Eligible,Rejected
Gamuda Scholarship,UG,19,Indian,"RM42,048",Sciences,8,N/A,4,N/A,N/A,N/A,67,Eligible,Rejected
JPA Scholarship,UG,19,Chinese,"RM104,506",Computer Science and IT,10,N/A,N/A,3.94,N/A,N/A,67,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,21,Other,"RM7,200",Business and Finance,8,N/A,5,N/A,N/A,N/A,87,Eligible,Accepted
Shell Malaysia Scholarship,UG,18,Other,"RM3,533",Computer Science and IT,1,N/A,N/A,3.84,N/A,N/A,60,Not Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,23,Indian,"RM14,805",Computer Science and IT,12,3.79,N/A,N/A,N/A,N/A,58,Eligible,Rejected
JPA Scholarship,UG,18,Malay,"RM54,215",Law and Social Sciences,10,N/A,N/A,2.78,N/A,N/A,70,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,18,Other,"RM106,513",Engineering,8,N/A,5,N/A,N/A,N/A,60,Eligible,Accepted
JPA Scholarship,PG,27,Other,"RM18,876",Engineering,11,N/A,N/A,N/A,N/A,2.85,40,Not Eligible,Rejected
MARA Scholarship,PG,30,Malay,"RM125,971",Medicine and Health Care,5,N/A,N/A,N/A,N/A,3.38,50,Eligible,Accepted
Bank Negara Malaysia Kijang Scholarship,UG,25,Indian,"RM20,354",Business and Finance,7,N/A,N/A,3.87,N/A,N/A,67,Not Eligible,Rejected
MARA Scholarship,PG,38,Bumiputera Sabah / Sarawak,"RM214,540",Medicine and Health Care,5,N/A,N/A,N/A,N/A,3.22,68,Eligible,Accepted
Shell Malaysia Scholarship,UG,20,Other,"RM183,556",Computer Science and IT,12,N/A,N/A,3.11,N/A,N/A,49,Not Eligible,Rejected
JPA Scholarship,UG,18,Other,"RM8,576",Sciences,10,N/A,4,N/A,N/A,N/A,44,Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,23,Malay,"RM31,637",Sciences,11,N/A,5,N/A,N/A,N/A,48,Not Eligible,Rejected
JPA Scholarship,UG,18,Indian,"RM47,538",Engineering,9,N/A,N/A,N/A,3.81,N/A,69,Eligible,Rejected
JPA Scholarship,PG,28,Bumiputera Sabah / Sarawak,"RM26,813",Computer Science and IT,5,N/A,N/A,N/A,N/A,2.38,75,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,21,Malay,"RM110,823",Business and Finance,8,3.56,N/A,N/A,N/A,N/A,67,Eligible,Accepted
Gamuda Scholarship,UG,20,Bumiputera Sabah / Sarawak,"RM108,389",Computer Science and IT,11,N/A,3,N/A,N/A,N/A,69,Not Eligible,Rejected
JPA Scholarship,UG,19,Other,"RM13,478",Engineering,12,3.55,N/A,N/A,N/A,N/A,38,Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,20,Malay,"RM40,598",Law and Social Sciences,4,N/A,N/A,N/A,3.82,N/A,77,Not Eligible,Rejected
Gamuda Scholarship,UG,18,Indian,"RM107,998",Business and Finance,11,3.74,N/A,N/A,N/A,N/A,63,Eligible,Rejected
Gamuda Scholarship,UG,22,Indian,"RM15,602",Computer Science and IT,8,N/A,5,N/A,N/A,N/A,51,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,31,Bumiputera Sabah / Sarawak,"RM69,270",Engineering,5,N/A,N/A,N/A,N/A,3.93,59,Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,23,Other,"RM64,913",Sciences,12,3.02,N/A,N/A,N/A,N/A,64,Not Eligible,Rejected
JPA Scholarship,PG,25,Malay,"RM77,708",Engineering,5,N/A,N/A,N/A,N/A,3.96,60,Eligible,Accepted
JPA Scholarship,UG,19,Bumiputera Sabah / Sarawak,"RM32,045",Business and Finance,8,N/A,N/A,3.83,N/A,N/A,49,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Other,"RM34,683",Law and Social Sciences,9,N/A,N/A,N/A,3.99,N/A,58,Eligible,Rejected
Shell Malaysia Scholarship,UG,20,Other,"RM112,370",Engineering,9,N/A,N/A,3.29,N/A,N/A,100,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,22,Bumiputera Sabah / Sarawak,"RM65,072",Computer Science and IT,12,N/A,5,N/A,N/A,N/A,65,Eligible,Accepted
MARA Scholarship,UG,44,Malay,"RM225,185",Sciences,11,2.89,N/A,N/A,N/A,N/A,70,Not Eligible,Rejected
JPA Scholarship,PG,38,Other,"RM43,305",Medicine and Health Care,5,N/A,N/A,N/A,N/A,3.78,76,Eligible,Accepted
Yayasan Khazanah Scholarship ,UG,18,Chinese,"RM48,101",Business and Finance,10,N/A,2,N/A,N/A,N/A,66,Not Eligible,Rejected
