Applied Scholarship,Scholarship Level,Age,Race,Household Income,Field of Study,SPM Result (As),STPM CGPA,A-Level (As),Matriculation CGPA,Foundation CGPA,UG CGPA,Co-curricular Score,Eligibility Status,Application Status
Petronas Education Sponsorship Programme ,UG,18,Indian,"RM44,302",Business and Finance,12,N/A,N/A,N/A,N/A,N/A,85,Eligible,Rejected
Gamuda Scholarship,UG,18,Other Bumiputera,"RM94,775",Law and Social Sciences,N/A,N/A,N/A,3.56,N/A,N/A,61,Eligible,Rejected
JPA Scholarship,UG,19,Malay,"RM53,670",Business and Finance,9,N/A,N/A,N/A,N/A,N/A,89,Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,20,Others,"RM207,181",Computer Science and IT,11,N/A,N/A,N/A,N/A,N/A,65,Eligible,Accepted
Shell Malaysia Scholarship,UG,19,Other Bumiputera,"RM295,461",Engineering,11,N/A,N/A,N/A,N/A,N/A,55,Eligible,Accepted
Petronas Education Sponsorship Programme ,UG,22,Indian,"RM292,111",Law and Social Sciences,9,N/A,N/A,N/A,N/A,N/A,64,Eligible,Rejected
Gamuda Scholarship,UG,19,Malay,"RM242,001",Law and Social Sciences,N/A,N/A,N/A,3.87,N/A,N/A,62,Eligible,Accepted
JPA Scholarship,UG,18,Indian,"RM47,997",Computer Science and IT,7,N/A,N/A,N/A,N/A,N/A,76,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Chinese,"RM295,133",Engineering,9,N/A,N/A,N/A,N/A,N/A,86,Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,22,Malay,"RM98,203",Business and Finance,11,N/A,N/A,N/A,N/A,N/A,65,Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Chinese,"RM26,516",Sciences,9,N/A,N/A,N/A,N/A,N/A,81,Eligible,Rejected
Shell Malaysia Scholarship,UG,19,Chinese,"RM115,894",Sciences,N/A,3.71,N/A,N/A,N/A,N/A,76,Eligible,Accepted
Petronas Education Sponsorship Programme ,UG,21,Indian,"RM123,458",Computer Science and IT,10,N/A,N/A,N/A,N/A,N/A,76,Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,18,Malay,"RM30,694",Sciences,N/A,3.6,N/A,N/A,N/A,N/A,61,Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,20,Indian,"RM55,978",Business and Finance,N/A,3.36,N/A,N/A,N/A,N/A,94,Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,22,Others,"RM40,970",Engineering,11,N/A,N/A,N/A,N/A,N/A,79,Eligible,Accepted
Shell Malaysia Scholarship,UG,18,Indian,"RM193,674",Engineering,8,N/A,N/A,N/A,N/A,N/A,93,Eligible,Accepted
JPA Scholarship,UG,19,Other Bumiputera,"RM85,234",Engineering,12,N/A,N/A,N/A,N/A,N/A,86,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,19,Others,"RM287,754",Engineering,7,N/A,N/A,N/A,N/A,N/A,80,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,19,Other Bumiputera,"RM28,422",Computer Science and IT,10,N/A,N/A,N/A,N/A,N/A,48,Eligible,Accepted
MARA Scholarship,UG,36,Malay,"RM278,241",Computer Science and IT,N/A,N/A,N/A,2.92,N/A,N/A,65,Not Eligible,Rejected
JPA Scholarship,UG,18,Indian,"RM38,382",Engineering,N/A,N/A,N/A,3.79,N/A,N/A,71,Eligible,Accepted
Shell Malaysia Scholarship,UG,18,Malay,"RM21,640",Business and Finance,10,N/A,N/A,N/A,N/A,N/A,53,Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,19,Other Bumiputera,"RM86,787",Law and Social Sciences,7,N/A,N/A,N/A,N/A,N/A,64,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,26,Others,"RM143,606",Business and Finance,8,N/A,N/A,N/A,N/A,N/A,84,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,40,Other Bumiputera,"RM271,943",Law and Social Sciences,N/A,N/A,N/A,N/A,N/A,3.5,42,Eligible,Rejected
Shell Malaysia Scholarship,UG,18,Malay,"RM297,252",Computer Science and IT,9,N/A,N/A,N/A,N/A,N/A,41,Eligible,Rejected
Shell Malaysia Scholarship,UG,18,Indian,"RM70,911",Engineering,11,N/A,N/A,N/A,N/A,N/A,76,Eligible,Accepted
Yayasan Khazanah Scholarship ,UG,18,Others,"RM45,965",Business and Finance,12,N/A,N/A,N/A,N/A,N/A,59,Eligible,Accepted
Yayasan Sime Darby Scholarship ,PG,25,Other Bumiputera,"RM25,234",Business and Finance,N/A,N/A,N/A,N/A,N/A,3.84,86,Eligible,Accepted
Petronas Education Sponsorship Programme ,UG,20,Other Bumiputera,"RM192,547",Computer Science and IT,N/A,3.02,N/A,N/A,N/A,N/A,67,Eligible,Rejected
Shell Malaysia Scholarship,UG,19,Others,"RM167,318",Sciences,N/A,N/A,3,N/A,N/A,N/A,74,Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,25,Malay,"RM54,029",Law and Social Sciences,11,N/A,N/A,N/A,N/A,N/A,52,Eligible,Accepted
Yayasan Khazanah Scholarship ,UG,18,Malay,"RM275,859",Engineering,9,N/A,N/A,N/A,N/A,N/A,49,Eligible,Rejected
Shell Malaysia Scholarship,UG,19,Chinese,"RM245,472",Sciences,9,N/A,N/A,N/A,N/A,N/A,90,Eligible,Accepted
Bank Negara Malaysia Kijang Scholarship,UG,25,Malay,"RM148,771",Sciences,11,N/A,N/A,N/A,N/A,N/A,48,Eligible,Accepted
Yayasan Khazanah Scholarship ,UG,18,Chinese,"RM168,097",Computer Science and IT,9,N/A,N/A,N/A,N/A,N/A,51,Eligible,Accepted
JPA Scholarship,UG,18,Indian,"RM76,340",Business and Finance,10,N/A,N/A,N/A,N/A,N/A,74,Not Eligible,Rejected
JPA Scholarship,UG,18,Indian,"RM57,619",Law and Social Sciences,11,N/A,N/A,N/A,N/A,N/A,88,Eligible,Accepted
JPA Scholarship,UG,19,Chinese,"RM91,351",Law and Social Sciences,N/A,N/A,N/A,2.7,N/A,N/A,45,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,24,Others,"RM59,409",Sciences,11,N/A,N/A,N/A,N/A,N/A,69,Not Eligible,Rejected
MARA Scholarship,UG,44,Other Bumiputera,"RM268,719",Law and Social Sciences,N/A,N/A,N/A,N/A,3.67,N/A,40,Not Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,21,Chinese,"RM251,646",Business and Finance,10,N/A,N/A,N/A,N/A,N/A,51,Eligible,Rejected
Shell Malaysia Scholarship,UG,19,Other Bumiputera,"RM101,311",Business and Finance,10,N/A,N/A,N/A,N/A,N/A,58,Eligible,Rejected
Shell Malaysia Scholarship,UG,18,Indian,"RM188,155",Business and Finance,10,N/A,N/A,N/A,N/A,N/A,62,Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Malay,"RM274,011",Computer Science and IT,11,N/A,N/A,N/A,N/A,N/A,59,Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,22,Others,"RM150,250",Business and Finance,8,N/A,N/A,N/A,N/A,N/A,65,Eligible,Rejected
JPA Scholarship,UG,19,Malay,"RM50,690",Law and Social Sciences,11,N/A,N/A,N/A,N/A,N/A,83,Eligible,Accepted
Yayasan Khazanah Scholarship ,UG,18,Chinese,"RM114,522",Law and Social Sciences,12,N/A,N/A,N/A,N/A,N/A,54,Eligible,Accepted
Petronas Education Sponsorship Programme ,UG,24,Chinese,"RM83,020",Law and Social Sciences,8,N/A,N/A,N/A,N/A,N/A,86,Not Eligible,Rejected
JPA Scholarship,PG,45,Others,"RM246,001",Law and Social Sciences,N/A,N/A,N/A,N/A,N/A,3.94,94,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Others,"RM137,319",Business and Finance,7,N/A,N/A,N/A,N/A,N/A,70,Not Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,24,Chinese,"RM294,403",Law and Social Sciences,11,N/A,N/A,N/A,N/A,N/A,41,Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Others,"RM182,728",Engineering,10,N/A,N/A,N/A,N/A,N/A,41,Eligible,Accepted
Shell Malaysia Scholarship,UG,18,Malay,"RM197,111",Computer Science and IT,8,N/A,N/A,N/A,N/A,N/A,51,Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,22,Others,"RM207,811",Law and Social Sciences,N/A,N/A,N/A,N/A,N/A,3.7,52,Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,18,Other Bumiputera,"RM43,610",Computer Science and IT,9,N/A,N/A,N/A,N/A,N/A,48,Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Chinese,"RM29,316",Computer Science and IT,12,N/A,N/A,N/A,N/A,N/A,57,Eligible,Rejected
MARA Scholarship,UG,39,Other Bumiputera,"RM82,903",Sciences,N/A,N/A,4,N/A,N/A,N/A,44,Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,25,Indian,"RM164,986",Engineering,N/A,N/A,4,N/A,N/A,N/A,88,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,18,Malay,"RM143,850",Computer Science and IT,9,N/A,N/A,N/A,N/A,N/A,90,Eligible,Accepted
Bank Negara Malaysia Kijang Scholarship,UG,22,Indian,"RM207,100",Law and Social Sciences,11,N/A,N/A,N/A,N/A,N/A,59,Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,21,Indian,"RM286,552",Engineering,9,N/A,N/A,N/A,N/A,N/A,52,Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,23,Malay,"RM248,527",Engineering,10,N/A,N/A,N/A,N/A,N/A,75,Not Eligible,Rejected
JPA Scholarship,UG,19,Others,"RM23,480",Engineering,N/A,3.84,N/A,N/A,N/A,N/A,83,Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Chinese,"RM186,885",Medicine and Health Care,8,N/A,N/A,N/A,N/A,N/A,46,Eligible,Rejected
Shell Malaysia Scholarship,UG,18,Malay,"RM63,300",Engineering,N/A,N/A,3,N/A,N/A,N/A,56,Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,22,Others,"RM229,117",Computer Science and IT,10,N/A,N/A,N/A,N/A,N/A,70,Eligible,Rejected
JPA Scholarship,UG,19,Other Bumiputera,"RM55,022",Computer Science and IT,7,N/A,N/A,N/A,N/A,N/A,67,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,30,Chinese,"RM97,441",Sciences,N/A,N/A,N/A,N/A,N/A,3.44,48,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,31,Others,"RM71,194",Computer Science and IT,N/A,N/A,N/A,N/A,N/A,3.51,92,Eligible,Accepted
Bank Negara Malaysia Kijang Scholarship,UG,22,Chinese,"RM251,802",Law and Social Sciences,10,N/A,N/A,N/A,N/A,N/A,58,Eligible,Accepted
Yayasan Khazanah Scholarship ,UG,18,Other Bumiputera,"RM84,800",Sciences,12,N/A,N/A,N/A,N/A,N/A,85,Eligible,Accepted
Yayasan Khazanah Scholarship ,UG,18,Indian,"RM293,395",Medicine and Health Care,11,N/A,N/A,N/A,N/A,N/A,92,Eligible,Accepted
Bank Negara Malaysia Kijang Scholarship,UG,21,Indian,"RM36,616",Law and Social Sciences,10,N/A,N/A,N/A,N/A,N/A,56,Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Indian,"RM25,982",Law and Social Sciences,9,N/A,N/A,N/A,N/A,N/A,73,Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Indian,"RM165,330",Law and Social Sciences,9,N/A,N/A,N/A,N/A,N/A,63,Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,27,Malay,"RM88,963",Law and Social Sciences,9,N/A,N/A,N/A,N/A,N/A,48,Not Eligible,Rejected
JPA Scholarship,UG,18,Chinese,"RM23,306",Business and Finance,11,N/A,N/A,N/A,N/A,N/A,64,Eligible,Accepted
Shell Malaysia Scholarship,UG,19,Other Bumiputera,"RM239,483",Sciences,N/A,N/A,N/A,2.58,N/A,N/A,57,Eligible,Accepted
Shell Malaysia Scholarship,UG,19,Other Bumiputera,"RM50,168",Computer Science and IT,8,N/A,N/A,N/A,N/A,N/A,69,Eligible,Accepted
Bank Negara Malaysia Kijang Scholarship,UG,23,Other Bumiputera,"RM96,267",Business and Finance,11,N/A,N/A,N/A,N/A,N/A,60,Eligible,Rejected
JPA Scholarship,UG,21,Chinese,"RM27,482",Computer Science and IT,9,N/A,N/A,N/A,N/A,N/A,60,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,23,Malay,"RM78,617",Engineering,N/A,2.59,N/A,N/A,N/A,N/A,68,Not Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,19,Others,"RM273,145",Business and Finance,11,N/A,N/A,N/A,N/A,N/A,45,Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,31,Chinese,"RM81,454",Business and Finance,N/A,N/A,N/A,N/A,N/A,3.89,59,Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,19,Indian,"RM297,491",Law and Social Sciences,N/A,N/A,N/A,3.82,N/A,N/A,77,Eligible,Rejected
JPA Scholarship,UG,19,Malay,"RM99,049",Computer Science and IT,10,N/A,N/A,N/A,N/A,N/A,58,Not Eligible,Rejected
JPA Scholarship,UG,18,Chinese,"RM58,654",Business and Finance,12,N/A,N/A,N/A,N/A,N/A,94,Eligible,Accepted
Petronas Education Sponsorship Programme ,UG,21,Others,"RM217,925",Engineering,11,N/A,N/A,N/A,N/A,N/A,52,Eligible,Accepted
Yayasan Khazanah Scholarship ,UG,18,Malay,"RM277,323",Sciences,11,N/A,N/A,N/A,N/A,N/A,70,Eligible,Accepted
Bank Negara Malaysia Kijang Scholarship,UG,29,Malay,"RM28,899",Business and Finance,8,N/A,N/A,N/A,N/A,N/A,72,Not Eligible,Rejected
JPA Scholarship,UG,18,Chinese,"RM26,059",Engineering,10,N/A,N/A,N/A,N/A,N/A,57,Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Malay,"RM130,089",Sciences,10,N/A,N/A,N/A,N/A,N/A,90,Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Malay,"RM153,885",Law and Social Sciences,7,N/A,N/A,N/A,N/A,N/A,89,Not Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,21,Others,"RM232,449",Computer Science and IT,10,N/A,N/A,N/A,N/A,N/A,66,Eligible,Accepted
Yayasan Khazanah Scholarship ,UG,18,Indian,"RM186,649",Computer Science and IT,9,N/A,N/A,N/A,N/A,N/A,42,Eligible,Rejected
JPA Scholarship,UG,18,Malay,"RM21,074",Business and Finance,11,N/A,N/A,N/A,N/A,N/A,86,Eligible,Rejected
Shell Malaysia Scholarship,UG,18,Others,"RM30,350",Business and Finance,10,N/A,N/A,N/A,N/A,N/A,48,Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Malay,"RM138,979",Sciences,11,N/A,N/A,N/A,N/A,N/A,64,Eligible,Accepted
Yayasan Khazanah Scholarship ,UG,18,Chinese,"RM214,537",Medicine and Health Care,11,N/A,N/A,N/A,N/A,N/A,81,Eligible,Rejected
JPA Scholarship,UG,18,Indian,"RM37,092",Law and Social Sciences,11,N/A,N/A,N/A,N/A,N/A,55,Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,22,Other Bumiputera,"RM167,005",Law and Social Sciences,12,N/A,N/A,N/A,N/A,N/A,90,Eligible,Accepted
Shell Malaysia Scholarship,UG,19,Chinese,"RM255,051",Business and Finance,11,N/A,N/A,N/A,N/A,N/A,54,Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,23,Malay,"RM121,646",Law and Social Sciences,11,N/A,N/A,N/A,N/A,N/A,89,Eligible,Accepted
JPA Scholarship,UG,20,Others,"RM59,860",Computer Science and IT,8,N/A,N/A,N/A,N/A,N/A,54,Not Eligible,Rejected
JPA Scholarship,UG,22,Other Bumiputera,"RM41,805",Computer Science and IT,11,N/A,N/A,N/A,N/A,N/A,43,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,18,Malay,"RM116,008",Engineering,8,N/A,N/A,N/A,N/A,N/A,87,Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,21,Indian,"RM29,582",Engineering,N/A,2.32,N/A,N/A,N/A,N/A,95,Eligible,Accepted
Gamuda Scholarship,UG,19,Indian,"RM176,987",Law and Social Sciences,N/A,N/A,N/A,3.63,N/A,N/A,90,Eligible,Accepted
Petronas Education Sponsorship Programme ,UG,22,Indian,"RM207,314",Business and Finance,7,N/A,N/A,N/A,N/A,N/A,80,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,21,Other Bumiputera,"RM106,562",Law and Social Sciences,7,N/A,N/A,N/A,N/A,N/A,54,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,27,Chinese,"RM81,772",Engineering,N/A,N/A,N/A,N/A,N/A,2.16,94,Not Eligible,Rejected
JPA Scholarship,UG,23,Others,"RM75,606",Engineering,10,N/A,N/A,N/A,N/A,N/A,46,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,18,Others,"RM90,496",Engineering,9,N/A,N/A,N/A,N/A,N/A,67,Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,20,Other Bumiputera,"RM213,280",Law and Social Sciences,6,N/A,N/A,N/A,N/A,N/A,73,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Others,"RM175,948",Law and Social Sciences,8,N/A,N/A,N/A,N/A,N/A,58,Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Malay,"RM127,143",Engineering,9,N/A,N/A,N/A,N/A,N/A,76,Eligible,Rejected
JPA Scholarship,UG,18,Other Bumiputera,"RM63,858",Law and Social Sciences,12,N/A,N/A,N/A,N/A,N/A,67,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,22,Other Bumiputera,"RM243,777",Computer Science and IT,8,N/A,N/A,N/A,N/A,N/A,56,Not Eligible,Rejected
JPA Scholarship,UG,19,Other Bumiputera,"RM24,918",Computer Science and IT,12,N/A,N/A,N/A,N/A,N/A,73,Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,38,Other Bumiputera,"RM65,965",Business and Finance,N/A,N/A,N/A,N/A,N/A,3.67,79,Eligible,Rejected
JPA Scholarship,UG,19,Chinese,"RM40,294",Engineering,12,N/A,N/A,N/A,N/A,N/A,78,Eligible,Rejected
Shell Malaysia Scholarship,UG,19,Malay,"RM79,076",Computer Science and IT,9,N/A,N/A,N/A,N/A,N/A,57,Eligible,Rejected
JPA Scholarship,PG,23,Chinese,"RM173,057",Law and Social Sciences,N/A,N/A,N/A,N/A,N/A,2.31,81,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,18,Others,"RM231,809",Sciences,10,N/A,N/A,N/A,N/A,N/A,73,Eligible,Rejected
Shell Malaysia Scholarship,UG,18,Chinese,"RM95,529",Engineering,9,N/A,N/A,N/A,N/A,N/A,69,Eligible,Rejected
JPA Scholarship,UG,20,Other Bumiputera,"RM61,260",Sciences,12,N/A,N/A,N/A,N/A,N/A,51,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,23,Other Bumiputera,"RM59,206",Law and Social Sciences,N/A,N/A,N/A,N/A,N/A,3.84,72,Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,18,Others,"RM151,408",Engineering,N/A,N/A,5,N/A,N/A,N/A,59,Eligible,Accepted
Petronas Education Sponsorship Programme ,UG,25,Others,"RM146,104",Law and Social Sciences,N/A,2.96,N/A,N/A,N/A,N/A,52,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,20,Other Bumiputera,"RM266,293",Business and Finance,9,N/A,N/A,N/A,N/A,N/A,87,Eligible,Accepted
Shell Malaysia Scholarship,UG,19,Chinese,"RM71,165",Sciences,8,N/A,N/A,N/A,N/A,N/A,48,Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,20,Other Bumiputera,"RM41,453",Sciences,10,N/A,N/A,N/A,N/A,N/A,44,Eligible,Rejected
MARA Scholarship,PG,20,Other Bumiputera,"RM174,851",Engineering,N/A,N/A,N/A,N/A,N/A,3.86,56,Eligible,Accepted
Yayasan Khazanah Scholarship ,PG,20,Chinese,"RM254,498",Computer Science and IT,N/A,N/A,N/A,N/A,N/A,3.79,60,Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,28,Malay,"RM58,106",Engineering,N/A,N/A,N/A,N/A,N/A,3.93,59,Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Other Bumiputera,"RM133,075",Law and Social Sciences,9,N/A,N/A,N/A,N/A,N/A,73,Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Chinese,"RM297,879",Law and Social Sciences,N/A,N/A,N/A,N/A,3.7,N/A,89,Eligible,Accepted
Shell Malaysia Scholarship,UG,18,Indian,"RM285,718",Computer Science and IT,12,N/A,N/A,N/A,N/A,N/A,84,Eligible,Accepted
JPA Scholarship,UG,19,Other Bumiputera,"RM21,624",Computer Science and IT,N/A,N/A,N/A,N/A,3.86,N/A,55,Eligible,Accepted
JPA Scholarship,UG,19,Indian,"RM43,439",Computer Science and IT,6,N/A,N/A,N/A,N/A,N/A,77,Not Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,21,Other Bumiputera,"RM15,474",Law and Social Sciences,8,N/A,N/A,N/A,N/A,N/A,54,Eligible,Rejected
Shell Malaysia Scholarship,UG,24,Chinese,"RM160,732",Business and Finance,N/A,N/A,N/A,3.15,N/A,N/A,91,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,20,Malay,"RM253,547",Law and Social Sciences,N/A,N/A,N/A,N/A,3.62,N/A,59,Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,24,Indian,"RM35,938",Computer Science and IT,12,N/A,N/A,N/A,N/A,N/A,87,Eligible,Accepted
Yayasan Khazanah Scholarship ,UG,18,Indian,"RM108,467",Business and Finance,6,N/A,N/A,N/A,N/A,N/A,53,Not Eligible,Rejected
JPA Scholarship,UG,19,Other Bumiputera,"RM70,148",Computer Science and IT,11,N/A,N/A,N/A,N/A,N/A,61,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,18,Others,"RM128,897",Computer Science and IT,11,N/A,N/A,N/A,N/A,N/A,44,Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,18,Indian,"RM265,314",Law and Social Sciences,N/A,3.58,N/A,N/A,N/A,N/A,83,Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,21,Indian,"RM83,662",Computer Science and IT,9,N/A,N/A,N/A,N/A,N/A,57,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Other Bumiputera,"RM212,788",Business and Finance,7,N/A,N/A,N/A,N/A,N/A,92,Not Eligible,Rejected
JPA Scholarship,UG,24,Others,"RM86,669",Computer Science and IT,11,N/A,N/A,N/A,N/A,N/A,53,Not Eligible,Rejected
JPA Scholarship,PG,36,Indian,"RM90,241",Engineering,N/A,N/A,N/A,N/A,N/A,3.92,44,Eligible,Accepted
Shell Malaysia Scholarship,UG,19,Indian,"RM160,314",Computer Science and IT,9,N/A,N/A,N/A,N/A,N/A,92,Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Chinese,"RM91,289",Business and Finance,10,N/A,N/A,N/A,N/A,N/A,74,Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,18,Malay,"RM213,397",Law and Social Sciences,9,N/A,N/A,N/A,N/A,N/A,51,Eligible,Accepted
Bank Negara Malaysia Kijang Scholarship,UG,25,Indian,"RM238,590",Computer Science and IT,N/A,3.65,N/A,N/A,N/A,N/A,65,Eligible,Accepted
Bank Negara Malaysia Kijang Scholarship,UG,21,Chinese,"RM265,142",Business and Finance,9,N/A,N/A,N/A,N/A,N/A,50,Eligible,Rejected
Shell Malaysia Scholarship,UG,19,Indian,"RM206,336",Business and Finance,11,N/A,N/A,N/A,N/A,N/A,86,Eligible,Accepted
Bank Negara Malaysia Kijang Scholarship,UG,24,Other Bumiputera,"RM80,212",Computer Science and IT,7,N/A,N/A,N/A,N/A,N/A,65,Not Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,25,Other Bumiputera,"RM195,162",Sciences,10,N/A,N/A,N/A,N/A,N/A,95,Eligible,Accepted
Shell Malaysia Scholarship,UG,18,Indian,"RM61,093",Computer Science and IT,11,N/A,N/A,N/A,N/A,N/A,70,Eligible,Accepted
Yayasan Sime Darby Scholarship ,PG,30,Indian,"RM148,686",Sciences,N/A,N/A,N/A,N/A,N/A,3.54,93,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Indian,"RM180,551",Computer Science and IT,8,N/A,N/A,N/A,N/A,N/A,62,Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Malay,"RM180,340",Business and Finance,10,N/A,N/A,N/A,N/A,N/A,48,Eligible,Accepted
Bank Negara Malaysia Kijang Scholarship,UG,29,Malay,"RM94,213",Law and Social Sciences,11,N/A,N/A,N/A,N/A,N/A,56,Not Eligible,Rejected
JPA Scholarship,UG,23,Other Bumiputera,"RM55,129",Engineering,12,N/A,N/A,N/A,N/A,N/A,77,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,19,Other Bumiputera,"RM145,646",Business and Finance,10,N/A,N/A,N/A,N/A,N/A,83,Eligible,Accepted
JPA Scholarship,UG,18,Chinese,"RM23,057",Computer Science and IT,11,N/A,N/A,N/A,N/A,N/A,72,Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,19,Chinese,"RM168,379",Sciences,N/A,N/A,N/A,N/A,3.42,N/A,57,Eligible,Accepted
MARA Scholarship,UG,29,Other Bumiputera,"RM238,709",Medicine and Health Care,N/A,N/A,N/A,N/A,3.65,N/A,83,Eligible,Accepted
Petronas Education Sponsorship Programme ,UG,22,Other Bumiputera,"RM206,000",Business and Finance,6,N/A,N/A,N/A,N/A,N/A,89,Not Eligible,Rejected
JPA Scholarship,UG,18,Others,"RM84,444",Law and Social Sciences,10,N/A,N/A,N/A,N/A,N/A,54,Not Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,20,Chinese,"RM207,384",Sciences,8,N/A,N/A,N/A,N/A,N/A,51,Eligible,Accepted
JPA Scholarship,PG,25,Others,"RM192,459",Engineering,N/A,N/A,N/A,N/A,N/A,3.72,62,Eligible,Rejected
MARA Scholarship,PG,38,Malay,"RM172,098",Engineering,N/A,N/A,N/A,N/A,N/A,3.44,61,Eligible,Accepted
Bank Negara Malaysia Kijang Scholarship,UG,25,Malay,"RM234,124",Business and Finance,11,N/A,N/A,N/A,N/A,N/A,73,Eligible,Accepted
JPA Scholarship,UG,19,Malay,"RM52,312",Computer Science and IT,10,N/A,N/A,N/A,N/A,N/A,59,Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,22,Indian,"RM159,283",Business and Finance,9,N/A,N/A,N/A,N/A,N/A,87,Eligible,Accepted
Bank Negara Malaysia Kijang Scholarship,UG,20,Others,"RM293,575",Computer Science and IT,11,N/A,N/A,N/A,N/A,N/A,45,Eligible,Accepted
Yayasan Khazanah Scholarship ,UG,18,Others,"RM117,953",Business and Finance,7,N/A,N/A,N/A,N/A,N/A,85,Not Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,23,Indian,"RM156,931",Law and Social Sciences,N/A,N/A,N/A,3.55,N/A,N/A,76,Eligible,Accepted
Petronas Education Sponsorship Programme ,UG,22,Indian,"RM66,793",Engineering,12,N/A,N/A,N/A,N/A,N/A,49,Eligible,Accepted
Petronas Education Sponsorship Programme ,UG,21,Other Bumiputera,"RM254,145",Sciences,9,N/A,N/A,N/A,N/A,N/A,55,Eligible,Rejected
